YEAR_AND_MONTH,PRODUCTKEY,STOREKEY,TOTAL_UNITS_SOLD,REVENUE_LAST_MONTH,REVENUE_3_LAST_MONTH,MONTH,QUARTER,TARGET_REVENUE_USD
2020-02,2495,0,2,29.97,89.91,2,1,19.98
2020-02,2499,0,2,71.16,47.44,2,1,47.44
2020-02,2500,0,10,189.76,23.72,2,1,237.20
2020-02,2501,0,4,166.04,189.76,2,1,94.88
2020-02,2503,0,2,79.92,9.99,2,1,19.98
2020-02,2509,57,4,4.06,8.12,2,1,16.24
2020-02,2511,0,7,16.24,12.18,2,1,28.42
2020-02,2513,0,2,129.99,649.95,2,1,259.98
2020-02,2514,0,3,129.99,1689.87,2,1,389.97
2020-02,2514,44,3,129.99,389.97,2,1,389.97
2020-02,2515,9,2,23.45,16.75,2,1,6.70
2020-02,2516,0,7,6.70,13.40,2,1,23.45
2020-03,3,0,5,14.52,14.52,3,1,72.60
2020-03,6,0,2,86.28,64.71,3,1,43.14
2020-03,11,0,1,119.98,119.98,3,1,59.99
2020-03,14,0,1,77.68,77.68,3,1,77.68
2020-03,46,0,7,599.80,299.90,3,1,1049.65
2020-03,47,9,1,1949.35,149.95,3,1,149.95
2020-03,48,0,3,749.75,149.95,3,1,449.85
2020-03,51,0,2,599.85,799.80,3,1,399.90
2020-03,55,0,8,1776.00,1776.00,3,1,2368.00
2020-03,55,36,1,592.00,888.00,3,1,296.00
2020-03,56,0,2,1480.00,888.00,3,1,592.00
2020-03,56,10,1,296.00,592.00,3,1,296.00
2020-03,57,0,7,468.00,468.00,3,1,1092.00
2020-03,61,43,3,1086.00,181.00,3,1,543.00
2020-03,65,61,3,181.00,1448.00,3,1,543.00
2020-03,66,0,4,359.66,231.21,3,1,102.76
2020-03,71,22,4,383.60,47.95,3,1,191.80
2020-03,72,0,4,335.65,47.95,3,1,191.80
2020-03,77,0,4,227.70,189.75,3,1,151.80
2020-03,80,0,1,40.55,40.55,3,1,40.55
2020-03,92,53,1,149.99,449.97,3,1,149.99
2020-03,93,49,3,202.20,337.00,3,1,202.20
2020-03,97,9,1,134.80,134.80,3,1,67.40
2020-03,97,50,1,471.80,269.60,3,1,67.40
2020-03,100,0,6,120.00,120.00,3,1,720.00
2020-03,102,0,3,230.00,460.00,3,1,345.00
2020-03,104,0,1,345.00,115.00,3,1,115.00
2020-03,111,0,2,2499.90,249.99,3,1,499.98
2020-03,114,5,1,249.99,2249.91,3,1,249.99
2020-03,129,0,1,1800.00,400.00,3,1,200.00
2020-03,136,0,2,1399.80,699.90,3,1,699.90
2020-03,157,0,4,2199.98,2199.98,3,1,4399.96
2020-03,365,0,2,1797.00,5391.00,3,1,1198.00
2020-03,416,0,2,969.00,1938.00,3,1,1938.00
2020-03,416,48,3,1938.00,969.00,3,1,2907.00
2020-03,417,0,5,13178.00,4792.00,3,1,2995.00
2020-03,417,54,1,1797.00,1797.00,3,1,599.00
2020-03,419,65,4,369.00,1845.00,3,1,1476.00
2020-03,420,0,5,2499.50,1499.70,3,1,2499.50
2020-03,420,45,2,3499.30,3499.30,3,1,999.80
2020-03,420,56,7,1499.70,499.90,3,1,3499.30
2020-03,422,64,4,4845.00,1938.00,3,1,3876.00
2020-03,423,0,1,599.00,599.00,3,1,599.00
2020-03,424,45,7,269.95,269.95,3,1,1889.65
2020-03,427,0,13,938.00,6097.00,3,1,6097.00
2020-03,427,50,1,3283.00,1407.00,3,1,469.00
2020-03,427,65,6,1407.00,938.00,3,1,2814.00
2020-03,428,8,6,969.00,7752.00,3,1,5814.00
2020-03,428,37,10,1938.00,969.00,3,1,9690.00
2020-03,429,50,2,599.90,1199.80,3,1,1199.80
2020-03,430,0,1,269.95,4049.25,3,1,269.95
2020-03,431,0,1,2952.00,1107.00,3,1,369.00
2020-03,432,9,5,999.80,1499.70,3,1,2499.50
2020-03,433,0,9,1938.00,1938.00,3,1,8721.00
2020-03,434,0,3,2396.00,6589.00,3,1,1797.00
2020-03,434,56,1,1198.00,4792.00,3,1,599.00
2020-03,435,0,12,2429.55,539.90,3,1,3239.40
2020-03,436,0,3,738.00,738.00,3,1,1107.00
2020-03,437,0,2,999.80,1999.60,3,1,999.80
2020-03,437,53,7,999.80,2499.50,3,1,3499.30
2020-03,438,0,3,4595.00,5514.00,3,1,2757.00
2020-03,438,9,4,1838.00,919.00,3,1,3676.00
2020-03,440,0,6,1319.70,219.95,3,1,1319.70
2020-03,442,55,3,809.70,1349.50,3,1,809.70
2020-03,445,0,4,1118.00,4472.00,3,1,2236.00
2020-03,448,29,6,809.70,1619.40,3,1,1619.40
2020-03,450,0,3,1838.00,1838.00,3,1,2757.00
2020-03,450,51,2,3676.00,2757.00,3,1,1838.00
2020-03,450,54,1,2757.00,919.00,3,1,919.00
2020-03,452,0,3,659.85,659.85,3,1,659.85
2020-03,452,53,3,3079.30,219.95,3,1,659.85
2020-03,453,8,1,459.80,1609.30,3,1,229.90
2020-03,454,0,8,1619.40,2159.20,3,1,2159.20
2020-03,455,54,1,7352.00,1838.00,3,1,919.00
2020-03,456,0,5,10062.00,559.00,3,1,2795.00
2020-03,456,64,2,1118.00,2236.00,3,1,1118.00
2020-03,457,8,1,879.80,219.95,3,1,219.95
2020-03,458,0,1,4138.20,229.90,3,1,229.90
2020-03,459,0,2,2159.20,539.80,3,1,539.80
2020-03,460,0,7,2099.30,4498.50,3,1,2099.30
2020-03,460,54,2,299.90,2999.00,3,1,599.80
2020-03,492,0,2,2037.00,1358.00,3,1,1358.00
2020-03,520,0,2,679.00,6790.00,3,1,1358.00
2020-03,551,0,1,11475.00,4590.00,3,1,2295.00
2020-03,664,0,6,1145.00,1374.00,3,1,1374.00
2020-03,729,0,7,363.00,121.00,3,1,847.00
2020-03,732,0,2,480.00,160.00,3,1,320.00
2020-03,858,0,2,149.75,89.85,3,1,59.90
2020-03,951,0,1,1686.00,281.00,3,1,281.00
2020-03,986,0,6,645.00,258.00,3,1,774.00
2020-03,1031,0,2,165.00,990.00,3,1,330.00
2020-03,1151,0,1,820.00,820.00,3,1,410.00
2020-03,1196,0,6,422.00,2954.00,3,1,2532.00
2020-03,1221,0,1,482.00,1446.00,3,1,482.00
2020-03,1253,0,4,19.99,19.99,3,1,79.96
2020-03,1287,0,1,233.97,467.94,3,1,77.99
2020-03,1289,0,2,77.99,77.99,3,1,155.98
2020-03,1301,0,1,475.00,380.00,3,1,95.00
2020-03,1307,0,6,136.00,476.00,3,1,408.00
2020-03,1333,0,2,32.99,197.94,3,1,65.98
2020-03,1394,0,2,449.91,49.99,3,1,99.98
2020-03,1424,0,3,800.00,400.00,3,1,600.00
2020-03,1426,0,3,1178.00,1178.00,3,1,1767.00
2020-03,1426,45,4,4123.00,5890.00,3,1,2356.00
2020-03,1433,0,3,924.00,308.00,3,1,924.00
2020-03,1437,0,2,1393.00,199.00,3,1,398.00
2020-03,1438,0,9,580.00,1160.00,3,1,2610.00
2020-03,1441,0,1,200.00,600.00,3,1,200.00
2020-03,1442,0,5,1058.00,1058.00,3,1,2645.00
2020-03,1452,0,1,586.00,293.00,3,1,293.00
2020-03,1454,0,7,398.00,398.00,3,1,1393.00
2020-03,1457,0,8,189.00,945.00,3,1,1512.00
2020-03,1461,54,4,308.00,1232.00,3,1,1232.00
2020-03,1468,0,3,189.00,189.00,3,1,567.00
2020-03,1470,0,9,387.00,258.00,3,1,1161.00
2020-03,1473,0,1,538.00,1614.00,3,1,269.00
2020-03,1482,59,2,1195.00,478.00,3,1,478.00
2020-03,1485,0,4,230.00,2070.00,3,1,920.00
2020-03,1490,0,5,129.00,129.00,3,1,645.00
2020-03,1495,0,3,690.00,690.00,3,1,690.00
2020-03,1497,0,7,267.00,534.00,3,1,1869.00
2020-03,1505,0,5,1840.00,230.00,3,1,1150.00
2020-03,1517,0,8,267.00,267.00,3,1,2136.00
2020-03,1521,0,8,310.00,930.00,3,1,2480.00
2020-03,1528,0,4,302.00,604.00,3,1,1208.00
2020-03,1531,10,7,389.00,778.00,3,1,2723.00
2020-03,1536,0,8,298.00,1192.00,3,1,2384.00
2020-03,1537,0,3,368.00,2944.00,3,1,1104.00
2020-03,1545,0,8,268.00,1876.00,3,1,2144.00
2020-03,1551,0,1,2093.00,2093.00,3,1,299.00
2020-03,1574,38,7,299.95,179.97,3,1,419.93
2020-03,1576,9,1,25.98,90.93,3,1,12.99
2020-03,1578,0,4,876.00,438.00,3,1,876.00
2020-03,1578,22,1,657.00,219.00,3,1,219.00
2020-03,1581,0,3,2190.00,876.00,3,1,657.00
2020-03,1582,0,3,71.96,53.97,3,1,53.97
2020-03,1583,0,1,41.67,13.89,3,1,13.89
2020-03,1583,54,1,27.78,83.34,3,1,13.89
2020-03,1585,45,3,228.90,45.78,3,1,68.67
2020-03,1585,50,2,160.23,137.34,3,1,45.78
2020-03,1587,0,1,17.99,107.94,3,1,17.99
2020-03,1588,0,3,111.12,83.34,3,1,41.67
2020-03,1589,0,3,9.99,59.94,3,1,29.97
2020-03,1592,0,4,107.94,17.99,3,1,71.96
2020-03,1596,10,6,12.66,37.98,3,1,75.96
2020-03,1596,37,1,12.66,37.98,3,1,12.66
2020-03,1599,0,2,405.16,57.88,3,1,115.76
2020-03,1601,0,2,639.96,319.98,3,1,319.98
2020-03,1602,51,1,539.97,899.95,3,1,179.99
2020-03,1606,0,2,479.97,1119.93,3,1,319.98
2020-03,1606,38,1,159.99,1119.93,3,1,159.99
2020-03,1611,10,4,159.99,479.97,3,1,639.96
2020-03,1612,38,9,179.99,359.98,3,1,1619.91
2020-03,1613,4,2,219.98,329.97,3,1,219.98
2020-03,1613,9,1,219.98,109.99,3,1,109.99
2020-03,1614,0,1,2599.90,1039.96,3,1,259.99
2020-03,1614,8,3,519.98,259.99,3,1,779.97
2020-03,1617,51,3,231.96,405.93,3,1,173.97
2020-03,1621,10,1,12.99,12.99,3,1,12.99
2020-03,1624,65,4,876.00,657.00,3,1,876.00
2020-03,1625,38,3,657.00,438.00,3,1,657.00
2020-03,1626,0,3,219.00,3723.00,3,1,657.00
2020-03,1630,0,1,91.56,91.56,3,1,22.89
2020-03,1632,10,5,143.92,17.99,3,1,89.95
2020-03,1633,0,2,83.34,97.23,3,1,27.78
2020-03,1634,56,1,59.94,29.97,3,1,9.99
2020-03,1636,54,1,12.66,25.32,3,1,12.66
2020-03,1637,0,9,71.96,17.99,3,1,161.91
2020-03,1638,0,7,13.89,41.67,3,1,97.23
2020-03,1639,0,7,59.94,49.95,3,1,69.93
2020-03,1642,0,3,115.76,57.88,3,1,173.64
2020-03,1643,0,1,289.40,347.28,3,1,57.88
2020-03,1643,36,1,173.64,289.40,3,1,57.88
2020-03,1645,24,1,463.04,173.64,3,1,57.88
2020-03,1647,48,2,539.97,539.97,3,1,359.98
2020-03,1648,0,5,109.99,219.98,3,1,549.95
2020-03,1651,0,2,159.99,479.97,3,1,319.98
2020-03,1653,53,1,219.98,109.99,3,1,109.99
2020-03,1656,0,14,959.94,319.98,3,1,2239.86
2020-03,1658,44,5,219.98,549.95,3,1,549.95
2020-03,1659,59,8,519.98,259.99,3,1,2079.92
2020-03,1660,56,1,579.98,289.99,3,1,289.99
2020-03,1662,0,6,41.94,20.97,3,1,41.94
2020-03,1665,0,7,14.97,9.98,3,1,34.93
2020-03,1665,10,2,14.97,4.99,3,1,9.98
2020-03,1667,0,1,16.50,11.00,3,1,5.50
2020-03,1675,0,10,34.45,137.80,3,1,68.90
2020-03,1677,0,1,29.94,14.97,3,1,4.99
2020-03,1679,0,2,16.50,16.50,3,1,11.00
2020-03,1687,0,2,20.64,6.88,3,1,13.76
2020-03,1694,0,4,17.76,8.88,3,1,35.52
2020-03,1694,10,3,17.76,53.28,3,1,26.64
2020-03,1702,0,5,16.99,118.93,3,1,84.95
2020-03,1708,0,1,490.91,631.17,3,1,70.13
2020-03,1709,0,7,210.39,210.39,3,1,490.91
2020-03,1745,0,1,763.00,763.00,3,1,109.00
2020-03,1760,0,3,948.00,474.00,3,1,284.40
2020-03,1793,0,8,258.00,430.00,3,1,344.00
2020-03,1795,0,5,86.00,301.00,3,1,215.00
2020-03,1810,0,2,224.00,96.00,3,1,64.00
2020-03,1817,0,4,96.00,128.00,3,1,128.00
2020-03,1818,0,9,96.00,64.00,3,1,288.00
2020-03,2014,0,1,399.98,1399.93,3,1,199.99
2020-03,2087,0,3,2373.00,1582.00,3,1,2373.00
2020-03,2088,45,1,1016.00,1016.00,3,1,508.00
2020-03,2109,0,1,257.50,2317.50,3,1,257.50
2020-03,2114,0,7,1545.00,257.50,3,1,1802.50
2020-03,2488,0,1,179.88,44.97,3,1,14.99
2020-03,2497,0,1,39.96,9.99,3,1,9.99
2020-03,2505,0,2,39.96,49.95,3,1,19.98
2020-03,2506,0,2,9.48,47.40,3,1,9.48
2020-03,2508,0,2,33.18,4.74,3,1,9.48
2020-03,2509,0,1,4.06,12.18,3,1,4.06
2020-03,2513,0,1,259.98,389.97,3,1,129.99
2020-04,48,0,1,449.85,599.80,4,2,149.95
2020-04,49,64,8,399.90,599.85,4,2,1599.60
2020-04,52,0,2,1199.70,1999.50,4,2,399.90
2020-04,57,0,6,1092.00,156.00,4,2,936.00
2020-04,71,0,3,143.85,287.70,4,2,143.85
2020-04,74,0,3,151.80,75.90,4,2,113.85
2020-04,80,0,1,40.55,40.55,4,2,40.55
2020-04,89,64,6,1349.91,599.96,4,2,899.94
2020-04,107,0,2,531.96,132.99,4,2,265.98
2020-04,118,0,3,679.96,169.99,4,2,509.97
2020-04,181,0,2,516.00,129.00,4,2,258.00
2020-04,183,0,4,218.00,109.00,4,2,436.00
2020-04,353,0,2,1154.70,769.80,4,2,769.80
2020-04,365,0,4,1198.00,1198.00,4,2,2396.00
2020-04,402,0,3,2598.00,3897.00,4,2,3897.00
2020-04,417,0,6,2995.00,1797.00,4,2,3594.00
2020-04,418,66,1,809.85,539.90,4,2,269.95
2020-04,421,39,6,469.00,2814.00,4,2,2814.00
2020-04,427,0,1,6097.00,938.00,4,2,469.00
2020-04,437,9,5,499.90,999.80,4,2,2499.50
2020-04,452,64,4,1539.65,659.85,4,2,879.80
2020-04,453,0,1,2299.00,1379.40,4,2,229.90
2020-04,456,64,1,1118.00,559.00,4,2,559.00
2020-04,545,0,1,1377.00,459.00,4,2,459.00
2020-04,593,0,4,2295.00,3672.00,4,2,1836.00
2020-04,1025,0,2,984.50,196.90,4,2,393.80
2020-04,1057,0,3,588.00,588.00,4,2,1764.00
2020-04,1108,0,4,629.00,3145.00,4,2,2516.00
2020-04,1359,0,1,85.98,429.90,4,2,42.99
2020-04,1409,57,4,589.00,2356.00,4,2,2356.00
2020-04,1431,0,1,512.00,2560.00,4,2,256.00
2020-04,1434,0,5,268.00,268.00,4,2,1340.00
2020-04,1438,0,3,2610.00,1160.00,4,2,870.00
2020-04,1471,0,5,229.00,916.00,4,2,1145.00
2020-04,1495,0,8,690.00,2300.00,4,2,1840.00
2020-04,1502,0,2,239.00,478.00,4,2,478.00
2020-04,1550,0,5,840.00,3640.00,4,2,1400.00
2020-04,1564,0,2,604.00,604.00,4,2,604.00
2020-04,1574,57,2,179.97,59.99,4,2,119.98
2020-04,1579,0,1,219.00,657.00,4,2,219.00
2020-04,1581,64,7,219.00,438.00,4,2,1533.00
2020-04,1586,0,7,113.94,88.62,4,2,88.62
2020-04,1591,45,2,50.64,101.28,4,2,25.32
2020-04,1594,0,2,19.98,9.99,4,2,19.98
2020-04,1596,0,6,25.32,25.32,4,2,75.96
2020-04,1602,9,2,179.99,719.96,4,2,359.98
2020-04,1609,0,4,779.97,519.98,4,2,1039.96
2020-04,1609,57,2,519.98,259.99,4,2,519.98
2020-04,1625,42,1,438.00,219.00,4,2,219.00
2020-04,1626,8,3,438.00,1752.00,4,2,657.00
2020-04,1627,0,2,17.99,53.97,4,2,35.98
2020-04,1636,53,2,25.32,12.66,4,2,25.32
2020-04,1643,9,3,115.76,173.64,4,2,173.64
2020-04,1649,0,2,259.99,779.97,4,2,519.98
2020-04,1652,0,3,1799.90,2339.87,4,2,539.97
2020-04,1653,0,6,109.99,1319.88,4,2,659.94
2020-04,1658,0,3,109.99,109.99,4,2,329.97
2020-04,1672,0,1,67.56,67.56,4,2,16.89
2020-04,1677,8,3,14.97,4.99,4,2,14.97
2020-04,1689,0,8,19.92,14.94,4,2,39.84
2020-04,1692,0,2,27.96,48.93,4,2,13.98
2020-04,1749,0,2,654.00,218.00,4,2,218.00
2020-04,1774,0,3,86.00,129.00,4,2,129.00
2020-04,2096,8,10,2632.50,1755.00,4,2,8775.00
2020-04,2493,0,2,24.99,174.93,4,2,49.98
2020-04,2496,0,5,79.92,99.90,4,2,49.95
2020-05,4,0,2,64.71,107.85,5,2,43.14
2020-05,47,0,4,749.75,1499.50,5,2,599.80
2020-05,48,44,4,149.95,449.85,5,2,599.80
2020-05,53,55,3,296.00,888.00,5,2,888.00
2020-05,54,6,2,1776.00,296.00,5,2,592.00
2020-05,55,44,1,888.00,1184.00,5,2,296.00
2020-05,56,65,3,592.00,296.00,5,2,888.00
2020-05,57,0,4,936.00,468.00,5,2,624.00
2020-05,57,51,1,312.00,312.00,5,2,156.00
2020-05,59,0,2,468.00,156.00,5,2,312.00
2020-05,60,0,1,1248.00,1248.00,5,2,156.00
2020-05,61,0,10,1810.00,543.00,5,2,1810.00
2020-05,63,0,2,1629.00,362.00,5,2,362.00
2020-05,63,55,1,724.00,181.00,5,2,181.00
2020-05,66,0,1,102.76,77.07,5,2,25.69
2020-05,67,0,1,51.38,205.52,5,2,25.69
2020-05,68,55,5,25.69,25.69,5,2,128.45
2020-05,72,0,5,191.80,95.90,5,2,239.75
2020-05,73,0,5,47.95,335.65,5,2,239.75
2020-05,74,0,5,113.85,75.90,5,2,189.75
2020-05,75,0,3,151.80,75.90,5,2,113.85
2020-05,80,9,3,81.10,40.55,5,2,121.65
2020-05,82,48,10,81.10,81.10,5,2,405.50
2020-05,82,64,1,243.30,40.55,5,2,40.55
2020-05,86,0,6,99.99,299.97,5,2,599.94
2020-05,89,0,1,449.97,149.99,5,2,149.99
2020-05,90,0,3,449.97,749.95,5,2,449.97
2020-05,92,0,1,599.96,149.99,5,2,149.99
2020-05,94,0,1,202.20,134.80,5,2,67.40
2020-05,95,0,1,943.60,67.40,5,2,67.40
2020-05,103,0,6,230.00,345.00,5,2,690.00
2020-05,104,38,4,575.00,345.00,5,2,460.00
2020-05,112,0,3,1749.93,249.99,5,2,749.97
2020-05,119,0,7,839.93,119.99,5,2,839.93
2020-05,120,0,2,359.97,119.99,5,2,239.98
2020-05,126,0,1,1147.20,430.20,5,2,143.40
2020-05,135,0,2,349.95,349.95,5,2,699.90
2020-05,142,0,6,299.99,2099.93,5,2,1799.94
2020-05,145,0,2,8699.97,5799.98,5,2,5799.98
2020-05,148,0,2,5799.98,2899.99,5,2,5799.98
2020-05,156,0,2,469.97,1879.88,5,2,939.94
2020-05,159,0,5,3299.97,2199.98,5,2,5499.95
2020-05,162,50,1,1592.20,9553.20,5,2,1592.20
2020-05,167,0,1,207.00,69.00,5,2,69.00
2020-05,168,0,2,1032.00,387.00,5,2,258.00
2020-05,176,0,3,380.70,253.80,5,2,380.70
2020-05,182,0,1,476.00,119.00,5,2,119.00
2020-05,184,0,2,99.00,594.00,5,2,198.00
2020-05,189,0,7,380.70,888.30,5,2,888.30
2020-05,370,0,2,3446.55,382.95,5,2,765.90
2020-05,399,0,1,3594.00,1797.00,5,2,599.00
2020-05,416,9,3,6783.00,3876.00,5,2,2907.00
2020-05,416,30,6,969.00,1938.00,5,2,5814.00
2020-05,416,48,3,2907.00,1938.00,5,2,2907.00
2020-05,417,9,7,599.00,1198.00,5,2,4193.00
2020-05,417,66,7,599.00,1198.00,5,2,4193.00
2020-05,418,0,4,1349.75,4859.10,5,2,1079.80
2020-05,418,61,3,809.85,1619.70,5,2,809.85
2020-05,419,65,2,1476.00,1107.00,5,2,738.00
2020-05,420,0,3,2499.50,1499.70,5,2,1499.70
2020-05,420,48,3,1499.70,499.90,5,2,1499.70
2020-05,420,55,7,3999.20,2999.40,5,2,3499.30
2020-05,421,0,1,2814.00,469.00,5,2,469.00
2020-05,421,64,2,1407.00,469.00,5,2,938.00
2020-05,423,0,2,599.00,599.00,5,2,1198.00
2020-05,424,0,3,809.85,269.95,5,2,809.85
2020-05,425,0,16,3690.00,369.00,5,2,5904.00
2020-05,427,0,1,469.00,938.00,5,2,469.00
2020-05,428,66,1,2907.00,1938.00,5,2,969.00
2020-05,430,0,3,269.95,2159.60,5,2,809.85
2020-05,430,57,7,269.95,809.85,5,2,1889.65
2020-05,432,56,3,999.80,2999.40,5,2,1499.70
2020-05,433,0,4,8721.00,969.00,5,2,3876.00
2020-05,433,48,1,969.00,1938.00,5,2,969.00
2020-05,433,55,1,969.00,969.00,5,2,969.00
2020-05,435,0,3,3239.40,269.95,5,2,809.85
2020-05,435,8,1,269.95,1619.70,5,2,269.95
2020-05,436,56,3,738.00,1845.00,5,2,1107.00
2020-05,437,0,3,999.80,1499.70,5,2,1499.70
2020-05,438,0,1,2757.00,8271.00,5,2,919.00
2020-05,439,0,3,2236.00,1118.00,5,2,1677.00
2020-05,442,0,1,1889.30,539.80,5,2,269.90
2020-05,443,51,6,349.00,2094.00,5,2,2094.00
2020-05,444,0,3,3676.00,919.00,5,2,2757.00
2020-05,445,0,3,2236.00,2795.00,5,2,1677.00
2020-05,445,29,2,559.00,559.00,5,2,1118.00
2020-05,445,44,2,559.00,559.00,5,2,1118.00
2020-05,446,0,1,1759.60,1979.55,5,2,219.95
2020-05,448,40,1,539.80,269.90,5,2,269.90
2020-05,451,0,1,3913.00,5031.00,5,2,559.00
2020-05,451,50,2,2236.00,2236.00,5,2,1118.00
2020-05,452,0,3,659.85,1319.70,5,2,659.85
2020-05,452,45,5,879.80,659.85,5,2,1099.75
2020-05,454,0,3,2159.20,539.80,5,2,809.70
2020-05,454,50,2,269.90,1079.60,5,2,539.80
2020-05,455,0,3,5514.00,3676.00,5,2,2757.00
2020-05,458,0,3,229.90,919.60,5,2,689.70
2020-05,459,0,7,539.80,269.90,5,2,1889.30
2020-05,459,55,3,269.90,1619.40,5,2,809.70
2020-05,505,0,3,3714.00,619.00,5,2,1857.00
2020-05,517,0,7,2457.00,8190.00,5,2,5733.00
2020-05,535,0,2,179.00,1611.00,5,2,358.00
2020-05,551,0,7,2295.00,2295.00,5,2,16065.00
2020-05,635,0,3,699.00,4893.00,5,2,2097.00
2020-05,654,0,2,645.00,774.00,5,2,258.00
2020-05,672,0,1,169.00,169.00,5,2,169.00
2020-05,987,0,1,200.00,400.00,5,2,200.00
2020-05,1033,51,1,1072.00,2144.00,5,2,268.00
2020-05,1084,0,1,646.00,1938.00,5,2,646.00
2020-05,1094,0,6,332.00,1328.00,5,2,1992.00
2020-05,1209,0,2,1760.00,6160.00,5,2,1760.00
2020-05,1239,0,3,790.00,474.00,5,2,474.00
2020-05,1248,59,7,99.98,149.97,5,2,349.93
2020-05,1259,0,6,79.98,39.99,5,2,239.94
2020-05,1287,0,4,77.99,77.99,5,2,311.96
2020-05,1311,0,1,56.00,224.00,5,2,28.00
2020-05,1317,0,2,64.95,25.98,5,2,25.98
2020-05,1327,0,3,93.98,422.91,5,2,140.97
2020-05,1330,0,1,45.98,22.99,5,2,22.99
2020-05,1354,65,1,86.97,57.98,5,2,28.99
2020-05,1359,0,2,42.99,257.94,5,2,85.98
2020-05,1360,0,6,46.99,422.91,5,2,281.94
2020-05,1361,0,7,149.97,99.98,5,2,349.93
2020-05,1381,0,3,229.90,22.99,5,2,68.97
2020-05,1408,0,2,3703.00,529.00,5,2,1058.00
2020-05,1411,0,3,1340.00,536.00,5,2,804.00
2020-05,1412,0,3,1156.00,289.00,5,2,867.00
2020-05,1417,0,2,804.00,268.00,5,2,536.00
2020-05,1418,0,7,879.00,293.00,5,2,2051.00
2020-05,1419,0,3,3096.00,258.00,5,2,774.00
2020-05,1423,0,1,1890.00,189.00,5,2,189.00
2020-05,1426,0,2,1767.00,1767.00,5,2,1178.00
2020-05,1430,0,1,598.00,1794.00,5,2,299.00
2020-05,1437,0,3,398.00,199.00,5,2,597.00
2020-05,1438,0,1,870.00,580.00,5,2,290.00
2020-05,1439,0,2,602.00,903.00,5,2,602.00
2020-05,1444,55,10,230.00,460.00,5,2,2300.00
2020-05,1445,0,1,268.00,1072.00,5,2,268.00
2020-05,1446,0,2,289.00,289.00,5,2,578.00
2020-05,1449,0,5,1500.00,600.00,5,2,1500.00
2020-05,1454,0,2,1393.00,1393.00,5,2,398.00
2020-05,1459,0,7,512.00,1280.00,5,2,1792.00
2020-05,1461,0,5,924.00,308.00,5,2,1540.00
2020-05,1462,0,1,804.00,1072.00,5,2,268.00
2020-05,1463,66,1,879.00,879.00,5,2,293.00
2020-05,1464,0,6,258.00,258.00,5,2,1548.00
2020-05,1465,0,7,2388.00,199.00,5,2,1393.00
2020-05,1483,0,1,1883.00,538.00,5,2,269.00
2020-05,1490,0,1,645.00,1290.00,5,2,129.00
2020-05,1494,0,3,416.00,208.00,5,2,624.00
2020-05,1505,0,2,1150.00,460.00,5,2,460.00
2020-05,1506,0,7,288.00,2592.00,5,2,2016.00
2020-05,1507,0,1,1335.00,1602.00,5,2,267.00
2020-05,1512,0,6,239.00,956.00,5,2,1434.00
2020-05,1513,0,2,1883.00,269.00,5,2,538.00
2020-05,1518,0,4,300.00,600.00,5,2,1200.00
2020-05,1521,0,10,2480.00,2170.00,5,2,3100.00
2020-05,1527,0,7,536.00,804.00,5,2,1876.00
2020-05,1531,0,4,778.00,3112.00,5,2,1556.00
2020-05,1534,0,1,796.00,1194.00,5,2,398.00
2020-05,1535,0,6,536.00,1072.00,5,2,1608.00
2020-05,1537,0,6,1104.00,1104.00,5,2,2208.00
2020-05,1548,0,2,266.00,266.00,5,2,532.00
2020-05,1556,0,3,280.00,1960.00,5,2,840.00
2020-05,1565,0,1,1275.00,765.00,5,2,255.00
2020-05,1570,0,6,2388.00,398.00,5,2,2388.00
2020-05,1571,8,1,398.93,113.98,5,2,56.99
2020-05,1571,48,2,626.89,56.99,5,2,113.98
2020-05,1574,0,1,419.93,299.95,5,2,59.99
2020-05,1575,56,1,60.99,304.95,5,2,60.99
2020-05,1583,0,2,13.89,41.67,5,2,27.78
2020-05,1583,54,3,13.89,111.12,5,2,41.67
2020-05,1585,55,1,91.56,91.56,5,2,22.89
2020-05,1586,48,1,37.98,12.66,5,2,12.66
2020-05,1588,0,1,41.67,97.23,5,2,13.89
2020-05,1589,0,7,29.97,69.93,5,2,69.93
2020-05,1589,49,2,19.98,29.97,5,2,19.98
2020-05,1591,0,1,113.94,50.64,5,2,12.66
2020-05,1593,0,2,41.67,27.78,5,2,27.78
2020-05,1594,0,1,19.98,9.99,5,2,9.99
2020-05,1594,55,1,39.96,9.99,5,2,9.99
2020-05,1595,0,3,22.89,137.34,5,2,68.67
2020-05,1595,55,5,183.12,22.89,5,2,114.45
2020-05,1596,0,4,75.96,25.32,5,2,50.64
2020-05,1596,9,3,25.32,37.98,5,2,37.98
2020-05,1597,0,1,173.64,231.52,5,2,57.88
2020-05,1599,55,2,57.88,347.28,5,2,115.76
2020-05,1601,0,1,319.98,159.99,5,2,159.99
2020-05,1601,50,3,959.94,479.97,5,2,479.97
2020-05,1603,0,1,879.92,329.97,5,2,109.99
2020-05,1605,5,2,1739.94,289.99,5,2,579.98
2020-05,1606,0,2,319.98,159.99,5,2,319.98
2020-05,1607,66,4,359.98,539.97,5,2,719.96
2020-05,1608,0,1,659.94,439.96,5,2,109.99
2020-05,1609,0,3,1039.96,1039.96,5,2,779.97
2020-05,1611,0,2,1439.91,479.97,5,2,319.98
2020-05,1611,65,6,479.97,1279.92,5,2,959.94
