PRODUCTKEY,PRODUCT_NAME,BRAND,COLOR,UNIT_COST_USD,UNIT_PRICE_USD,SUBCATEGORYKEY,SUBCATEGORY,CATEGORYKEY,CATEGORY
1920,FABRIKAM REFRIGERATOR 1.7CUFT E1200 GREEN,FABRIKAM,GREEN,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1921,FABRIKAM REFRIGERATOR 24.7CUFT X9800 BLUE,FABRIKAM,BLUE,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1922,FABRIKAM REFRIGERATOR 19CUFT M7600 BLUE,FABRIKAM,BLUE,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1923,FABRIKAM REFRIGERATOR 9.7CUFT M5600 BLUE,FABRIKAM,BLUE,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1924,FABRIKAM REFRIGERATOR 4.6CUFT E2800 BLUE,FABRIKAM,BLUE,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1925,FABRIKAM REFRIGERATOR 3.2CUFT E1600 BLUE,FABRIKAM,BLUE,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1926,FABRIKAM REFRIGERATOR 1.7CUFT E1200 BLUE,FABRIKAM,BLUE,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1927,FABRIKAM REFRIGERATOR 24.7CUFT X9800 GREY,FABRIKAM,GREY,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1928,FABRIKAM REFRIGERATOR 19CUFT M7600 GREY,FABRIKAM,GREY,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1929,FABRIKAM REFRIGERATOR 9.7CUFT M5600 GREY,FABRIKAM,GREY,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1930,FABRIKAM REFRIGERATOR 4.6CUFT E2800 GREY,FABRIKAM,GREY,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1931,FABRIKAM REFRIGERATOR 3.2CUFT E1600 GREY,FABRIKAM,GREY,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1932,FABRIKAM REFRIGERATOR 1.7CUFT E1200 GREY,FABRIKAM,GREY,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1933,FABRIKAM REFRIGERATOR 24.7CUFT X9800 ORANGE,FABRIKAM,ORANGE,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1934,FABRIKAM REFRIGERATOR 19CUFT M7600 ORANGE,FABRIKAM,ORANGE,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1935,FABRIKAM REFRIGERATOR 9.7CUFT M5600 ORANGE,FABRIKAM,ORANGE,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1936,FABRIKAM REFRIGERATOR 4.6CUFT E2800 ORANGE,FABRIKAM,ORANGE,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1937,FABRIKAM REFRIGERATOR 3.2CUFT E1600 ORANGE,FABRIKAM,ORANGE,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1938,FABRIKAM REFRIGERATOR 1.7CUFT E1200 ORANGE,FABRIKAM,ORANGE,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1939,LITWARE REFRIGERATOR 24.7CUFT X980 WHITE,LITWARE,WHITE,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1940,LITWARE REFRIGERATOR 19CUFT M760 WHITE,LITWARE,WHITE,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1941,LITWARE REFRIGERATOR 9.7CUFT M560 WHITE,LITWARE,WHITE,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1942,LITWARE REFRIGERATOR 4.6CUFT E280 WHITE,LITWARE,WHITE,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1943,LITWARE REFRIGERATOR 3.2CUFT E160 WHITE,LITWARE,WHITE,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1944,LITWARE REFRIGERATOR 1.7CUFT E120 WHITE,LITWARE,WHITE,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1945,LITWARE REFRIGERATOR 24.7CUFT X980 BROWN,LITWARE,BROWN,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1946,LITWARE REFRIGERATOR 19CUFT M760 BROWN,LITWARE,BROWN,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1947,LITWARE REFRIGERATOR 9.7CUFT M560 BROWN,LITWARE,BROWN,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1948,LITWARE REFRIGERATOR 4.6CUFT E280 BROWN,LITWARE,BROWN,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1949,LITWARE REFRIGERATOR 3.2CUFT E160 BROWN,LITWARE,BROWN,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1950,LITWARE REFRIGERATOR 1.7CUFT E120 BROWN,LITWARE,BROWN,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1951,LITWARE REFRIGERATOR 24.7CUFT X980 SILVER,LITWARE,SILVER,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1952,LITWARE REFRIGERATOR 19CUFT M760 SILVER,LITWARE,SILVER,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1953,LITWARE REFRIGERATOR 9.7CUFT M560 SILVER,LITWARE,SILVER,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1954,LITWARE REFRIGERATOR 4.6CUFT E280 SILVER,LITWARE,SILVER,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1955,LITWARE REFRIGERATOR 3.2CUFT E160 SILVER,LITWARE,SILVER,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1956,LITWARE REFRIGERATOR 1.7CUFT E120 SILVER,LITWARE,SILVER,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1957,LITWARE REFRIGERATOR 24.7CUFT X980 GREEN,LITWARE,GREEN,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1958,LITWARE REFRIGERATOR 19CUFT M760 GREEN,LITWARE,GREEN,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1959,LITWARE REFRIGERATOR 9.7CUFT M560 GREEN,LITWARE,GREEN,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1960,LITWARE REFRIGERATOR 4.6CUFT E280 GREEN,LITWARE,GREEN,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1961,LITWARE REFRIGERATOR 3.2CUFT E160 GREEN,LITWARE,GREEN,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1962,LITWARE REFRIGERATOR 1.7CUFT E120 GREEN,LITWARE,GREEN,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1963,LITWARE REFRIGERATOR 24.7CUFT X980 BLUE,LITWARE,BLUE,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1964,LITWARE REFRIGERATOR 19CUFT M760 BLUE,LITWARE,BLUE,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1965,LITWARE REFRIGERATOR 9.7CUFT M560 BLUE,LITWARE,BLUE,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1966,LITWARE REFRIGERATOR 4.6CUFT E280 BLUE,LITWARE,BLUE,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1967,LITWARE REFRIGERATOR 3.2CUFT E160 BLUE,LITWARE,BLUE,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1968,LITWARE REFRIGERATOR 1.7CUFT E120 BLUE,LITWARE,BLUE,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1969,LITWARE REFRIGERATOR 24.7CUFT X980 GREY,LITWARE,GREY,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1970,LITWARE REFRIGERATOR 19CUFT M760 GREY,LITWARE,GREY,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1971,LITWARE REFRIGERATOR 9.7CUFT M560 GREY,LITWARE,GREY,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1972,LITWARE REFRIGERATOR 4.6CUFT E280 GREY,LITWARE,GREY,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1973,LITWARE REFRIGERATOR 3.2CUFT E160 GREY,LITWARE,GREY,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1974,LITWARE REFRIGERATOR 1.7CUFT E120 GREY,LITWARE,GREY,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1975,LITWARE REFRIGERATOR L1200 ORANGE,LITWARE,ORANGE,1060.22,3199.99,802,REFRIGERATORS,8,HOME APPLIANCES
1976,LITWARE REFRIGERATOR 19CUFT M760 ORANGE,LITWARE,ORANGE,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1977,LITWARE REFRIGERATOR 9.7CUFT M560 ORANGE,LITWARE,ORANGE,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1978,LITWARE REFRIGERATOR 4.6CUFT E280 ORANGE,LITWARE,ORANGE,152.94,299.99,802,REFRIGERATORS,8,HOME APPLIANCES
1979,LITWARE REFRIGERATOR 3.2CUFT E160 ORANGE,LITWARE,ORANGE,142.75,279.99,802,REFRIGERATORS,8,HOME APPLIANCES
1980,LITWARE REFRIGERATOR 1.7CUFT E120 ORANGE,LITWARE,ORANGE,66.27,129.99,802,REFRIGERATORS,8,HOME APPLIANCES
1981,LITWARE REFRIGERATOR 19CUFT M760 RED,LITWARE,RED,413.42,899.0,802,REFRIGERATORS,8,HOME APPLIANCES
1982,LITWARE REFRIGERATOR 9.7CUFT M560 RED,LITWARE,RED,226.71,493.0,802,REFRIGERATORS,8,HOME APPLIANCES
1983,FABRIKAM MICROWAVE 1.5CUFT X1100 WHITE,FABRIKAM,WHITE,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
1984,FABRIKAM MICROWAVE 2.2CUFT M1250 WHITE,FABRIKAM,WHITE,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
1985,FABRIKAM MICROWAVE 1.6CUFT M1250 WHITE,FABRIKAM,WHITE,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
1986,FABRIKAM MICROWAVE 1.0CUFT E1100 WHITE,FABRIKAM,WHITE,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
1987,FABRIKAM MICROWAVE 0.9CUFT E0900 WHITE,FABRIKAM,WHITE,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
1988,FABRIKAM MICROWAVE 0.8CUFT E0800 WHITE,FABRIKAM,WHITE,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
1989,FABRIKAM MICROWAVE 1.5CUFT X1100 SILVER,FABRIKAM,SILVER,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
1990,FABRIKAM MICROWAVE 2.2CUFT M1250 SILVER,FABRIKAM,SILVER,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
1991,FABRIKAM MICROWAVE 1.6CUFT M1250 SILVER,FABRIKAM,SILVER,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
1992,FABRIKAM MICROWAVE 1.0CUFT E1100 SILVER,FABRIKAM,SILVER,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
1993,FABRIKAM MICROWAVE 0.9CUFT E0900 SILVER,FABRIKAM,SILVER,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
1994,FABRIKAM MICROWAVE 0.8CUFT E0800 SILVER,FABRIKAM,SILVER,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
1995,FABRIKAM MICROWAVE 1.5CUFT X1100 GREY,FABRIKAM,GREY,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
1996,FABRIKAM MICROWAVE 2.2CUFT M1250 GREY,FABRIKAM,GREY,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
1997,FABRIKAM MICROWAVE 1.6CUFT M1250 GREY,FABRIKAM,GREY,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
1998,FABRIKAM MICROWAVE 1.0CUFT E1100 GREY,FABRIKAM,GREY,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
1999,FABRIKAM MICROWAVE 0.9CUFT E0900 GREY,FABRIKAM,GREY,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2000,FABRIKAM MICROWAVE 0.8CUFT E0800 GREY,FABRIKAM,GREY,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2001,FABRIKAM MICROWAVE 1.5CUFT X1100 RED,FABRIKAM,RED,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2002,FABRIKAM MICROWAVE 2.2CUFT M1250 RED,FABRIKAM,RED,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2003,FABRIKAM MICROWAVE 1.6CUFT M1250 RED,FABRIKAM,RED,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2004,FABRIKAM MICROWAVE 1.0CUFT E1100 RED,FABRIKAM,RED,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2005,FABRIKAM MICROWAVE 0.9CUFT E0900 RED,FABRIKAM,RED,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2006,FABRIKAM MICROWAVE 0.8CUFT E0800 RED,FABRIKAM,RED,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2007,FABRIKAM MICROWAVE 1.5CUFT X1100 BLACK,FABRIKAM,BLACK,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2008,FABRIKAM MICROWAVE 2.2CUFT M1250 BLACK,FABRIKAM,BLACK,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2009,FABRIKAM MICROWAVE 1.6CUFT M1250 BLACK,FABRIKAM,BLACK,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2010,FABRIKAM MICROWAVE 1.0CUFT E1100 BLACK,FABRIKAM,BLACK,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2011,FABRIKAM MICROWAVE 0.9CUFT E0900 BLACK,FABRIKAM,BLACK,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2012,FABRIKAM MICROWAVE 0.8CUFT E0800 BLACK,FABRIKAM,BLACK,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2013,FABRIKAM MICROWAVE 1.5CUFT X1100 BLUE,FABRIKAM,BLUE,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2014,FABRIKAM MICROWAVE 2.2CUFT M1250 BLUE,FABRIKAM,BLUE,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2015,FABRIKAM MICROWAVE 1.6CUFT M1250 BLUE,FABRIKAM,BLUE,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2016,FABRIKAM MICROWAVE 1.0CUFT E1100 BLUE,FABRIKAM,BLUE,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2017,FABRIKAM MICROWAVE 0.9CUFT E0900 BLUE,FABRIKAM,BLUE,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2018,FABRIKAM MICROWAVE 0.8CUFT E0800 BLUE,FABRIKAM,BLUE,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2019,LITWARE MICROWAVE 1.5CUFT X110 WHITE,LITWARE,WHITE,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2020,LITWARE MICROWAVE 2.2CUFT M125 WHITE,LITWARE,WHITE,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2021,LITWARE MICROWAVE 1.6CUFT M125 WHITE,LITWARE,WHITE,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2022,LITWARE MICROWAVE 1.0CUFT E110 WHITE,LITWARE,WHITE,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2023,LITWARE MICROWAVE 0.9CUFT E090 WHITE,LITWARE,WHITE,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2024,LITWARE MICROWAVE 0.8CUFT E080 WHITE,LITWARE,WHITE,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2025,LITWARE MICROWAVE 1.5CUFT X110 SILVER,LITWARE,SILVER,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2026,LITWARE MICROWAVE 2.2CUFT M125 SILVER,LITWARE,SILVER,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2027,LITWARE MICROWAVE 1.6CUFT M125 SILVER,LITWARE,SILVER,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2028,LITWARE MICROWAVE 1.0CUFT E110 SILVER,LITWARE,SILVER,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2029,LITWARE MICROWAVE 0.9CUFT E090 SILVER,LITWARE,SILVER,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2030,LITWARE MICROWAVE 0.8CUFT E080 SILVER,LITWARE,SILVER,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2031,LITWARE MICROWAVE 1.5CUFT X110 GREY,LITWARE,GREY,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2032,LITWARE MICROWAVE 2.2CUFT M125 GREY,LITWARE,GREY,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2033,LITWARE MICROWAVE 1.6CUFT M125 GREY,LITWARE,GREY,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2034,LITWARE MICROWAVE 1.0CUFT E110 GREY,LITWARE,GREY,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2035,LITWARE MICROWAVE 0.9CUFT E090 GREY,LITWARE,GREY,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2036,LITWARE MICROWAVE 0.8CUFT E080 GREY,LITWARE,GREY,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2037,LITWARE MICROWAVE 1.5CUFT X110 RED,LITWARE,RED,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2038,LITWARE MICROWAVE 2.2CUFT M125 RED,LITWARE,RED,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2039,LITWARE MICROWAVE 1.6CUFT M125 RED,LITWARE,RED,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2040,LITWARE MICROWAVE 1.0CUFT E110 RED,LITWARE,RED,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2041,LITWARE MICROWAVE 0.9CUFT E090 RED,LITWARE,RED,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2042,LITWARE MICROWAVE 0.8CUFT E080 RED,LITWARE,RED,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2043,LITWARE MICROWAVE 1.5CUFT X110 BLACK,LITWARE,BLACK,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2044,LITWARE MICROWAVE 2.2CUFT M125 BLACK,LITWARE,BLACK,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2045,LITWARE MICROWAVE 1.6CUFT M125 BLACK,LITWARE,BLACK,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2046,LITWARE MICROWAVE 1.0CUFT E110 BLACK,LITWARE,BLACK,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2047,LITWARE MICROWAVE 0.9CUFT E090 BLACK,LITWARE,BLACK,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2048,LITWARE MICROWAVE 0.8CUFT E080 BLACK,LITWARE,BLACK,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2049,LITWARE MICROWAVE 1.5CUFT X110 BLUE,LITWARE,BLUE,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2050,LITWARE MICROWAVE 2.2CUFT M125 BLUE,LITWARE,BLUE,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2051,LITWARE MICROWAVE 1.6CUFT M125 BLUE,LITWARE,BLUE,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2052,LITWARE MICROWAVE 1.0CUFT E110 BLUE,LITWARE,BLUE,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2053,LITWARE MICROWAVE 0.9CUFT E090 BLUE,LITWARE,BLUE,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2054,LITWARE MICROWAVE 0.8CUFT E080 BLUE,LITWARE,BLUE,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2055,CONTOSO MICROWAVE 1.5CUFT X0110 WHITE,CONTOSO,WHITE,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2056,CONTOSO MICROWAVE 2.2CUFT M0125 WHITE,CONTOSO,WHITE,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2057,CONTOSO MICROWAVE 1.6CUFT M0125 WHITE,CONTOSO,WHITE,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2058,CONTOSO MICROWAVE 1.0CUFT E0110 WHITE,CONTOSO,WHITE,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2059,CONTOSO MICROWAVE 0.9CUFT E0090 WHITE,CONTOSO,WHITE,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2060,CONTOSO MICROWAVE 0.8CUFT E0080 WHITE,CONTOSO,WHITE,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2061,CONTOSO MICROWAVE 1.5CUFT X0110 SILVER,CONTOSO,SILVER,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2062,CONTOSO MICROWAVE 2.2CUFT M0125 SILVER,CONTOSO,SILVER,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2063,CONTOSO MICROWAVE 1.6CUFT M0125 SILVER,CONTOSO,SILVER,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2064,CONTOSO MICROWAVE 1.0CUFT E0110 SILVER,CONTOSO,SILVER,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2065,CONTOSO MICROWAVE 0.9CUFT E0090 SILVER,CONTOSO,SILVER,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2066,CONTOSO MICROWAVE 0.8CUFT E0080 SILVER,CONTOSO,SILVER,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2067,CONTOSO MICROWAVE 1.5CUFT X0110 GREY,CONTOSO,GREY,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2068,CONTOSO MICROWAVE 2.2CUFT M0125 GREY,CONTOSO,GREY,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2069,CONTOSO MICROWAVE 2.2CUFT M0126 GREY,CONTOSO,GREY,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2070,CONTOSO MICROWAVE 1.0CUFT E0110 GREY,CONTOSO,GREY,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2071,CONTOSO MICROWAVE 0.9CUFT E0090 GREY,CONTOSO,GREY,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2072,CONTOSO MICROWAVE 0.8CUFT E0080 GREY,CONTOSO,GREY,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2073,CONTOSO MICROWAVE 1.5CUFT X0110 RED,CONTOSO,RED,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2074,CONTOSO MICROWAVE 2.2CUFT M0125 RED,CONTOSO,RED,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2075,CONTOSO MICROWAVE 1.6CUFT M0125 RED,CONTOSO,RED,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2076,CONTOSO MICROWAVE 1.0CUFT E0110 RED,CONTOSO,RED,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2077,CONTOSO MICROWAVE 0.9CUFT E0090 RED,CONTOSO,RED,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2078,CONTOSO MICROWAVE 0.8CUFT E0080 RED,CONTOSO,RED,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2079,CONTOSO MICROWAVE 1.5CUFT X0110 BLACK,CONTOSO,BLACK,220.64,665.94,803,MICROWAVES,8,HOME APPLIANCES
2080,CONTOSO MICROWAVE 2.2CUFT M0125 BLACK,CONTOSO,BLACK,91.97,199.99,803,MICROWAVES,8,HOME APPLIANCES
2081,CONTOSO MICROWAVE 1.6CUFT M0125 BLACK,CONTOSO,BLACK,82.77,179.99,803,MICROWAVES,8,HOME APPLIANCES
2082,CONTOSO MICROWAVE 1.0CUFT E0110 BLACK,CONTOSO,BLACK,71.37,139.99,803,MICROWAVES,8,HOME APPLIANCES
2083,CONTOSO MICROWAVE 0.9CUFT E0090 BLACK,CONTOSO,BLACK,50.98,99.99,803,MICROWAVES,8,HOME APPLIANCES
2084,CONTOSO MICROWAVE 0.8CUFT E0080 BLACK,CONTOSO,BLACK,48.43,94.99,803,MICROWAVES,8,HOME APPLIANCES
2085,CONTOSO WATER HEATER 7.2GPM X1800 WHITE,CONTOSO,WHITE,488.7,1475.0,804,WATER HEATERS,8,HOME APPLIANCES
2086,CONTOSO WATER HEATER 4.3GPM M1250 WHITE,CONTOSO,WHITE,403.53,877.5,804,WATER HEATERS,8,HOME APPLIANCES
2087,CONTOSO WATER HEATER 4.0GPM M1250 WHITE,CONTOSO,WHITE,363.75,791.0,804,WATER HEATERS,8,HOME APPLIANCES
2088,CONTOSO WATER HEATER 2.6GPM E0900 WHITE,CONTOSO,WHITE,258.99,508.0,804,WATER HEATERS,8,HOME APPLIANCES
2089,CONTOSO WATER HEATER 1.5GPM E0800 WHITE,CONTOSO,WHITE,131.28,257.5,804,WATER HEATERS,8,HOME APPLIANCES
2090,CONTOSO WATER HEATER 7.2GPM X1800 BLUE,CONTOSO,BLUE,488.7,1475.0,804,WATER HEATERS,8,HOME APPLIANCES
2091,CONTOSO WATER HEATER 4.3GPM M1250 BLUE,CONTOSO,BLUE,403.53,877.5,804,WATER HEATERS,8,HOME APPLIANCES
2092,CONTOSO WATER HEATER 4.0GPM M1250 BLUE,CONTOSO,BLUE,363.75,791.0,804,WATER HEATERS,8,HOME APPLIANCES
2093,CONTOSO WATER HEATER 2.6GPM E0900 BLUE,CONTOSO,BLUE,258.99,508.0,804,WATER HEATERS,8,HOME APPLIANCES
2094,CONTOSO WATER HEATER 1.5GPM E0800 BLUE,CONTOSO,BLUE,131.28,257.5,804,WATER HEATERS,8,HOME APPLIANCES
2095,CONTOSO WATER HEATER 7.2GPM X1800 GREEN,CONTOSO,GREEN,488.7,1475.0,804,WATER HEATERS,8,HOME APPLIANCES
2096,CONTOSO WATER HEATER 4.3GPM M1250 GREEN,CONTOSO,GREEN,403.53,877.5,804,WATER HEATERS,8,HOME APPLIANCES
2097,CONTOSO WATER HEATER 4.0GPM M1250 GREEN,CONTOSO,GREEN,363.75,791.0,804,WATER HEATERS,8,HOME APPLIANCES
2098,CONTOSO WATER HEATER 2.6GPM E0900 GREEN,CONTOSO,GREEN,258.99,508.0,804,WATER HEATERS,8,HOME APPLIANCES
2099,CONTOSO WATER HEATER 1.5GPM E0800 GREEN,CONTOSO,GREEN,131.28,257.5,804,WATER HEATERS,8,HOME APPLIANCES
2100,CONTOSO WATER HEATER 7.2GPM X1800 SILVER,CONTOSO,SILVER,488.7,1475.0,804,WATER HEATERS,8,HOME APPLIANCES
2101,CONTOSO WATER HEATER 4.3GPM M1250 SILVER,CONTOSO,SILVER,403.53,877.5,804,WATER HEATERS,8,HOME APPLIANCES
